Date-Time,SPYA192444000.U,SPYK172343000.U,SPYK172343500.U,SPYK172344000.U,SPYK172344500.U,SPYK172345000.U,SPYL152344000.U,SPYM192440000.U,SPYW032341000.U,SPYW172340000.U,SPYW172340500.U,SPYW172341000.U,SPYW172341500.U,SPYW172342000.U,SPYW172342200.U,SPYW172342500.U,SPYW172343000.U,SPYX152340000.U,SPYX152341000.U,SPYX152342000.U
2023-10-02T09:00:00.000000000-04,0.006397637795275468,0.004759386567953383,-0.0014727540500736325,-0.004282655246252598,0.0033277870216306127,0.0,0.004726536124240344,-0.008914100486223653,-0.043697478991596705,-0.029126213592233108,-0.029457364341085368,-0.027127003699136676,-0.025540275049115935,-0.020376175548589504,-0.022922636103151928,-0.022499999999999964,-0.016983016983016963,-0.016949152542372947,-0.016990291262135804,-0.011014492753623095
2023-10-02T10:00:00.000000000-04,-0.03246124031007758,-0.017039403620873306,-0.011210762331838597,-0.03437164339419985,-0.03529411764705881,-0.036619718309859106,-0.07618437900128039,0.09511111111111115,0.0017241379310344307,-0.005870841487279677,-0.007788161993769416,0.0012484394506866447,0.0,-0.009360374414976724,0.0014409221902018654,0.0050441361916773175,0.004524886877828038,-0.011223344556677839,-0.0016233766233766378,-0.0028985507246377384
2023-10-02T11:00:00.000000000-04,-0.027054108216432837,-0.03145336225596518,-0.035552193645990826,-0.03786191536748329,-0.041884816753926746,-0.04678362573099415,-0.037292817679557944,0.002421307506053294,0.020689655172413834,0.0039447731755424265,0.0031249999999998224,0.011207970112079746,0.01383399209486158,0.022047244094488327,0.023054755043227626,0.024466750313676178,0.018867924528301883,0.006810442678774287,0.009740259740259827,0.013937282229965264
2023-10-02T12:00:00.000000000-04,-0.03297269448737772,-0.04096520763187428,-0.04245283018867918,-0.0488372093023256,-0.05137614678899083,-0.05572755417956676,-0.038102084831056926,0.04723779023218566,0.09698996655518388,0.08593750000000022,0.08513931888544879,0.08343558282208585,0.07848837209302317,0.07219662058371745,0.07207837648705406,0.06898656898656896,0.061105722599418044,0.06299212598425186,0.05854049719326371,0.05359179019384275
2023-10-02T13:00:00.000000000-04,0.024025627335824806,0.028070175438596356,0.030427631578947345,0.03304773561811514,0.030947775628626717,0.03960396039603964,0.026905829596412634,-0.03361344537815136,-0.06717557251908401,-0.05745062836624781,-0.05555555555555547,-0.055304740406320385,-0.05116696588868941,-0.047925608011444965,-0.04705882352941182,-0.046723646723646706,-0.041571493832800344,-0.04021164021164014,-0.040000000000000036,-0.035116153430577945
2023-10-02T14:00:00.000000000-04,-0.006256517205422196,-0.010244735344336897,-0.010375099760574491,-0.010663507109004877,-0.0074906367041196464,-0.006349206349206549,-0.008733624454148381,0.02371541501976293,0.04091653027823239,0.03809523809523818,0.034638554216867457,0.03345280764635605,0.029272898961284266,0.029301277235161516,0.025325119780972072,0.02628434886499398,0.024285714285714244,0.029768467475192795,0.02672955974842761,0.023516237402015694
2023-10-02T15:00:00.000000000-04,0.09553805774278223,0.11967779056386663,0.13177041228779296,0.15329341317365253,0.1622641509433962,0.16613418530351454,0.10931768158473965,-0.08339768339768328,-0.16169544740973318,-0.13761467889908274,-0.13314037626628072,-0.12918108419838525,-0.1267217630853995,-0.11935953420669587,-0.11992005329780142,-0.11679256246368397,-0.11239592969472723,-0.09935897435897434,-0.09640397857689365,-0.09388646288209601
2023-10-02T16:00:00.000000000-04,0.0004766444232602307,0.0015353121801433556,0.004975124378109541,-0.0092118730808598,0.003231017770597866,-0.0026954177897573484,0.00591715976331364,0.0,0.0,-0.006396588486140553,-0.0016920473773265332,-0.006666666666666599,-0.008421052631578996,-0.009983361064891727,-0.002293577981651307,-0.009247027741083214,-0.005795574288725125,-0.0023952095808382756,0.0,-0.0024257125530624535
2023-10-03T09:00:00.000000000-04,0.04989604989604968,0.062464183381088834,0.07315112540192925,0.07619047619047636,0.09416195856873832,0.10576923076923084,0.06277372262773717,-0.07159005275056518,-0.10182370820668696,-0.09236234458259329,-0.08885754583921002,-0.08510638297872342,-0.07946428571428577,-0.07478632478632474,-0.07235984354628422,-0.07012542759407048,-0.06636155606407335,-0.06576200417536526,-0.06194029850746252,-0.05728051391862954
2023-10-03T10:00:00.000000000-04,-0.14567901234567915,-0.1935656836461126,-0.19040365575019047,-0.19955156950672637,-0.2073813708260106,-0.2371428571428572,-0.15031757233592102,0.2396761133603238,0.44312393887945656,0.3252336448598132,0.33333333333333326,0.30969267139479895,0.27988878591288224,0.28378378378378377,0.2903672903672905,0.2948012232415902,0.2478510028653298,0.19642857142857162,0.12215909090909105,0.23823028927963663
2023-10-03T11:00:00.000000000-04,-0.011033681765388992,-0.019372077488309936,-0.017077798861480087,-0.028169014084506894,-0.020134228187919434,-0.015094339622641506,-0.016652789342214924,0.0241356816699283,0.04561403508771944,0.030726256983240274,0.034753363228699596,0.03597122302158251,0.03682310469314065,0.030760301799187317,0.030367607884922876,0.03200000000000003,0.029759633727584944,0.027923211169284423,0.030303030303030276,0.02647193062528541
2023-10-03T12:00:00.000000000-04,0.028755868544600993,0.038775510204081653,0.04247104247104261,0.044797687861271696,0.03644646924829131,0.03065134099616862,0.03637901861252102,-0.041427660930529187,-0.07959641255605376,-0.06910569105691067,-0.06832971800433829,-0.06782608695652181,-0.06624825662482559,-0.06253521126760564,-0.06156233833419544,-0.058769931662870256,-0.054835124120044654,-0.05348047538200351,-0.05214723926380371,-0.04761904761904767
2023-10-03T13:00:00.000000000-04,-0.04840546697038728,-0.06588388780169596,-0.07195571955719571,-0.07999999999999996,-0.09190371991247259,-0.09328358208955245,-0.061939690301548445,0.055888223552894134,0.1070559610705597,0.10087719298245612,0.09451575262543743,0.0896358543417366,0.08383233532934131,0.08137432188065108,0.07960199004975133,0.07357212003872204,0.06949352179034163,0.07187780772686447,0.06606217616580312,0.05975723622782425
2023-10-03T14:00:00.000000000-04,0.013181545835829978,0.007681564245810124,0.007968127490040056,0.004497751124437732,0.004819277108433662,0.0,0.013913043478260834,-0.005034612964128549,-0.0219780219780219,-0.010624169986719667,-0.017039403620873306,-0.017123287671232834,-0.014502762430939287,-0.01726057906458811,-0.0179028132992326,-0.014871563767462792,-0.017228739002932536,-0.01005025125628145,-0.008505467800729027,-0.013210039630118908
2023-10-03T15:00:00.000000000-04,0.025489033787788662,0.025641025641025772,0.029644268774703608,0.02086438152011927,0.03357314148681079,0.041152263374485853,0.031869078380706295,-0.010145846544071024,-0.03370786516853941,-0.03892617449664426,-0.04314994606256728,-0.0409407665505227,-0.02592852137351076,-0.034541336353341,-0.03014553014553023,-0.024747937671860676,-0.03083209509658258,-0.03204047217537931,-0.018404907975460127,-0.02623388172521135
2023-10-03T16:00:00.000000000-04,-0.003444316877152853,-0.000672043010752521,-0.0057088487155091405,-0.0014388489208634336,-0.004587155963302614,-0.007874015748031482,-0.0033222591362125353,-0.005171299288946218,-0.014184397163120699,-0.0028288543140029265,-0.009039548022598876,-0.005459508644222066,-0.01017441860465118,-0.0011799410029500468,-0.004317323259579009,-0.005213270142180093,-0.003079291762894565,-0.0008756567425568518,-0.005681818181818121,-0.005484460694698434
2023-10-04T09:00:00.000000000-04,0.006384213580963305,0.00881355932203376,0.011650485436893065,0.007342143906020393,0.0071428571428573395,-0.004098360655737765,0.006745362563237878,-0.035099337748344284,-0.06575682382133985,-0.058737151248164476,-0.05312868949232574,-0.050000000000000155,-0.046107331821617525,-0.04063068526379632,-0.04166666666666663,-0.035121951219512115,-0.02501985702938847,-0.03707052441229641,-0.04201680672268904,-0.03509592887225099
2023-10-04T10:00:00.000000000-04,-0.04764638346727912,-0.06148648648648647,-0.06128404669260712,-0.0799418604651162,-0.0781990521327014,-0.08606557377049162,-0.04399323181049064,0.08068965517241389,0.0659898477157359,0.06259314456035758,0.10110974106041937,0.09636184857423791,0.09557661927330185,0.08333333333333326,0.08505747126436791,0.04576436222005853,0.05683624801271869,0.0848089468779123,0.08115358819584184,0.07180722891566282
2023-10-04T11:00:00.000000000-04,0.11164755582377794,0.15968208092485536,0.17689906347554651,0.19145569620253156,0.21502590673575117,0.2352941176470591,0.147424511545293,-0.11089866156787775,-0.20284697508896787,-0.17902097902097902,-0.17469204927211646,-0.16696588868940743,-0.16043165467625897,-0.15570934256055358,-0.15274841437632136,-0.14809656453110487,-0.1397445529676935,-0.13550600343053176,-0.12949194547707554,-0.1219730941704037
2023-10-04T12:00:00.000000000-04,-0.014634146341463539,-0.014934660858743065,-0.018502202643171706,-0.0185922974767595,-0.02547770700636942,-0.029090909090909167,-0.018518518518518712,0.004310344827586299,0.02391629297458886,0.017094017094017255,0.016326530612245094,0.014023732470334505,0.014592274678111528,0.01713502398903355,0.01882057716436636,0.01808219178082182,0.014886164623467701,0.008964143426294813,0.0071275837491089344,0.010245901639344135
2023-10-04T13:00:00.000000000-04,-0.049559471365638874,-0.069620253164557,-0.07477477477477479,-0.08141112618724566,-0.08315098468271354,-0.0830188679245285,-0.06067769897557129,0.05995717344753748,0.11499272197962163,0.09899328859060375,0.0987983978638185,0.09322033898305082,0.09113924050632916,0.08748317631224767,0.08543331284572808,0.08279569892473115,0.07619457597933721,0.07389162561576357,0.07057163020465773,0.06788247213779108
2023-10-04T14:00:00.000000000-04,0.04065040650406515,0.049626104690686734,0.05658536585365859,0.06518518518518501,0.0715990453460622,0.08230452674897126,0.050420168067226934,-0.04169468728984538,-0.08463541666666674,-0.07469512195121952,-0.07168894289185901,-0.06956521739130439,-0.06558641975308654,-0.061766522544780655,-0.05772495755517848,-0.057043650793650924,-0.05351437699680506,-0.051423324150596916,-0.05128205128205132,-0.04640151515151514
2023-10-04T15:00:00.000000000-04,0.054038997214484796,0.07503234152652016,0.08671586715867163,0.10987482614742716,0.10222222222222244,0.11363636363636354,0.07440000000000002,-0.06807017543859639,-0.12535612535612517,-0.11037891268533773,-0.0980392156862745,-0.09761163032191045,-0.09248554913294793,-0.08947368421052626,-0.08758248350329934,-0.08780231335436373,-0.07555930772477837,-0.0784123910939013,-0.08252427184466027,-0.07252856433184285
2023-10-04T16:00:00.000000000-04,-0.0037194473963868546,-0.012642986152920033,-0.01106382978723397,-0.01270648030495558,-0.004073319755600768,0.0,-0.008258258258258211,0.009715994020927043,0.015974440894568565,0.010948905109488871,0.011560693641618602,0.010285714285714231,0.015454545454545388,0.011486001435750293,0.011787819253438192,0.01084474885844755,0.009541117673784738,0.009414225941422494,0.01195814648729443,0.007966011683483876
2023-10-05T09:00:00.000000000-04,0.0005488474204171645,-0.013749999999999929,-0.01685891748003543,-0.019946808510638236,-0.02118644067796638,-0.017985611510791255,-0.012403100775193798,0.01702442635085122,0.0349761526232113,0.0362976406533575,0.03151862464183375,0.029445073612684114,0.022261798753339335,0.023354564755838858,0.02192134107027721,0.02021336327905665,0.017889087656529412,0.02492211838006253,0.0206489675516226,0.01783840503672618
2023-10-05T10:00:00.000000000-04,-0.07197802197802206,-0.09999999999999998,-0.11711711711711703,-0.12261580381471393,-0.13507625272331159,-0.15384615384615408,-0.0964705882352942,0.10269482884195202,0.19384615384615378,0.17047451669595803,0.16411682892906843,0.15021929824561386,0.1396357328707718,0.14058171745152337,0.13564668769716093,0.12981298129812968,0.12323943661971826,0.12677484787018267,0.1170520231213874,0.10339506172839541
2023-10-05T11:00:00.000000000-04,0.012470308788598672,0.009226401703335663,0.011247443762781195,0.01716068642745694,0.025252525252525304,0.025974025974026205,0.01305483028720622,-0.0019762845849803368,-0.005141388174807138,-0.0014970059880239361,-0.005945303210463826,-0.0028544243577544037,-0.005303030303030365,-0.0012150668286755595,-0.0033296337402884957,-0.003403014098201318,-0.00429855412270419,-0.0035842293906809264,-0.001293661060802087,-0.0027881040892192566
2023-10-05T12:00:00.000000000-04,0.018192488262910977,0.023876404494381998,0.026236125126135157,0.02599388379204881,0.022167487684729092,0.021008403361344463,0.02142245072836335,-0.02832674571805005,-0.050518134715025864,-0.048048048048048075,-0.04778972520908009,-0.0457578646329837,-0.0426179604261796,-0.038953134510042675,-0.03844011142061288,-0.03424657534246556,-0.03414442700156972,-0.03420342034203416,-0.03242542153047989,-0.029864675688287434
2023-10-05T13:00:00.000000000-04,0.05187319884726227,0.07470870459218637,0.08062930186824002,0.0879284649776455,0.09638554216867457,0.09876543209876543,0.06717044500419811,-0.06819716407832543,-0.1198910081743868,-0.1088328075709778,-0.10301507537688448,-0.10079840319361277,-0.09531374106433677,-0.08808618504435994,-0.08786127167630031,-0.08392315470171896,-0.07792207792207795,-0.08014911463187324,-0.07563587684069617,-0.06971153846153844
2023-10-05T14:00:00.000000000-04,0.031232876712328883,0.04400510204081609,0.048225659690627865,0.05075445816186552,0.0483516483516484,0.04494382022471921,0.037735849056603765,-0.04858593183466264,-0.08682170542635648,-0.07433628318584073,-0.07293127629733531,-0.07103218645948928,-0.07023705004389824,-0.06606397774687056,-0.06590621039290245,-0.06294864715626725,-0.058149779735682805,-0.057809330628803224,-0.05579710144927541,-0.051652892561983466
2023-10-05T15:00:00.000000000-04,-0.033457249070631745,-0.04087858450274573,-0.05729166666666663,-0.057366362451108155,-0.08158995815899561,-0.09318996415770597,-0.05075757575757567,0.022086824067022226,0.027164685908318997,0.02485659655831718,0.027231467473525006,0.02272727272727293,0.023607176581680767,0.03350707371556205,0.03254237288135586,0.028268551236749095,0.03601496725912057,0.011840688912809538,0.016897081413210557,0.017448200654307522
2023-10-05T16:00:00.000000000-04,-0.007671232876712342,-0.01333333333333342,-0.010045662100456543,-0.019283746556473913,-0.017977528089887618,-0.023346303501945664,-0.007923930269413737,0.01577761081893314,0.036544850498339,0.030131826741996326,0.028231797919762158,0.028169014084507005,0.02873030583873959,0.018854242204496163,0.021854304635761546,0.020713463751438566,0.016400911161731146,0.02019128586609975,0.022727272727272707,0.018776824034334894
2023-10-06T09:00:00.000000000-04,0.001209921355111998,0.0029390154298309934,0.0064239828693790635,0.00996677740863805,0.019230769230769384,0.028708133971292016,0.006306306306306242,0.009446693657219951,0.00540540540540535,0.00943396226415083,0.009975062344139696,0.009900990099009688,0.011792452830188926,0.008750000000000036,0.012013729977116583,0.007470119521912455,0.008376545672118096,0.011152416356877026,0.013351134846461887,0.010481181515006988
2023-10-06T10:00:00.000000000-04,0.06969696969696959,0.10398230088495586,0.11373390557939911,0.1206611570247933,0.1277173913043479,0.13145539906103298,0.08820882088208815,-0.08854860186418101,-0.16421895861148206,-0.14108527131782966,-0.13546798029556661,-0.13424124513618685,-0.12558139534883717,-0.11757425742574257,-0.12022471910112364,-0.11187777230162643,-0.10505529225908372,-0.10887465690759368,-0.10295081967213116,-0.09628933771723802
2023-10-06T11:00:00.000000000-04,0.23359728506787336,0.3293333333333335,0.38461538461538436,0.4506627393225331,0.5227817745803356,0.5975103734439831,0.306105610561056,-0.1770299926847111,-0.3184,-0.2730560578661845,-0.2703862660944206,-0.2660653889515221,-0.261101243339254,-0.2535112359550563,-0.24967989756722164,-0.2433184855233853,-0.22743362831858405,-0.21090534979423858,-0.20644216691068817,-0.19791666666666663
2023-10-06T12:00:00.000000000-04,-0.030162412993039567,-0.0486215538847119,-0.06413793103448273,-0.07287449392712542,-0.08490566037735836,-0.10335917312661502,-0.04746835443037978,0.010657193605683624,0.028503562945368266,0.012437810945273853,0.015717092337917515,0.013846153846153841,0.015662650602409567,0.017958412098298737,0.024117140396210157,0.015475313190862261,0.017929438982070778,0.01303780964797907,0.0157553290083412,0.01629726205997395
2023-10-06T13:00:00.000000000-04,0.0644699140401146,0.0851735015772872,0.09765051395007318,0.11899563318777284,0.13527397260273966,0.1613832853025936,0.08903654485049839,-0.04837291116974496,-0.10879629629629639,-0.0888888888888888,-0.08932038834951472,-0.08523592085235931,-0.0878859857482186,-0.08193668528864062,-0.0809443507588532,-0.08133623819898328,-0.07639680729760545,-0.06056701030927836,-0.05667276051188308,-0.05655526992287907
2023-10-06T14:00:00.000000000-04,0.05293853746074473,0.05523255813953498,0.06622073578595322,0.08000000000000007,0.09200603318250389,0.10918114143920632,0.057997557997558014,-0.026802218114602483,-0.07272727272727253,-0.0487804878048782,-0.053078556263269405,-0.053244592346089914,-0.052015604681404315,-0.05172413793103425,-0.050458715596330306,-0.049763033175355464,-0.04814814814814816,-0.03155006858710552,-0.03488372093023251,-0.03542234332425065
2023-10-06T15:00:00.000000000-04,-0.047334754797441536,-0.05359596885020601,-0.059523809523809534,-0.07310469314079426,-0.07596685082872934,-0.07812500000000011,-0.05199306759098776,0.046313799621928275,0.0949720670391061,0.07407407407407396,0.08295964125560529,0.09154929577464777,0.09215955983493807,0.0799573560767588,0.0910852713178294,0.08757297748123438,0.0790667530784186,0.06818181818181834,0.06827309236947787,0.06148409893992923
2023-10-06T16:00:00.000000000-04,0.020627802690583064,0.022384428223844344,0.028244788164088597,0.0322265625,0.02686567164179121,0.02421307506053272,0.0243753808653262,-0.017148014440433124,-0.04282115869017633,-0.023872679045092715,-0.035051546391752564,-0.025974025974025983,-0.035131744040150736,-0.02946954813359537,-0.03451327433628326,-0.032110091743119296,-0.031081888822474535,-0.025232403718459473,-0.02259887005649741,-0.02382528127068162
2023-10-09T09:00:00.000000000-04,0.052078356426182415,0.06759656652360513,0.08039068369646896,0.07456140350877183,0.09773123909249559,0.11111111111111116,0.06956521739130439,-0.05797101449275366,-0.11040339702760116,-0.09070796460177,-0.08626760563380287,-0.08321775312066582,-0.08406113537117899,-0.07996560619088566,-0.08112324492979717,-0.0772357723577235,-0.07330123060460125,-0.06330597889800715,-0.06108786610878669,-0.05959475566150174
2023-10-09T10:00:00.000000000-04,-0.04904632152588562,-0.06841046277665996,-0.0758524704244955,-0.08673469387755117,-0.09538950715421313,-0.10554089709762537,-0.06382978723404253,0.06586826347305386,0.13636363636363646,0.11678832116788329,0.1113243761996161,0.11229135053110784,0.10952380952380958,0.10580524344569286,0.10459183673469385,0.09677419354838701,0.09111880046136123,0.08260325406758451,0.07754010695187175,0.07468354430379742
2023-10-09T11:00:00.000000000-04,0.060678451982799864,0.08658008658008653,0.09200603318250389,0.10167597765363134,0.1130742049469966,0.10619469026548689,0.0795986622073579,-0.0721732157177224,-0.1473684210526316,-0.12200435729847503,-0.12089810017271163,-0.11852861035422335,-0.11480686695278974,-0.10838272650296366,-0.10700538876058507,-0.10294117647058831,-0.09725158562367886,-0.08901734104046233,-0.08512396694214874,-0.08343125734430079
2023-10-09T12:00:00.000000000-04,-0.0018018018018017834,-0.00447761194029872,-0.0027624309392264568,-0.0030364372469634526,-0.0015847860538826808,0.00533333333333319,-0.0018564356435641916,0.0017286084701815252,0.0,-0.009925558312654847,-0.0019646365422396617,0.0,0.002418379685610539,0.00569259962049351,0.006890611541774394,0.006701414743112366,0.009378663540445586,-0.0012690355329949554,0.0027075812274368616,0.0064102564102563875
2023-10-09T13:00:00.000000000-04,0.12347904461469117,0.17282717282717286,0.200414651002073,0.23630831643002037,0.2777777777777777,0.3183023872679047,0.16470588235294148,-0.12705272255834055,-0.23152709359605916,-0.19548872180451138,-0.19723865877712032,-0.1956856702619414,-0.1942098914354644,-0.18490566037735845,-0.18251928020565555,-0.180473372781065,-0.17209302325581388,-0.15903307888040719,-0.15481548154815472,-0.1434948979591837
2023-10-09T14:00:00.000000000-04,0.018028846153846034,0.022146507666098714,0.021814006888633664,0.03035274815422473,0.030978934324659146,0.03621730382293764,0.023961661341852958,-0.01588877855014892,-0.05144694533762062,-0.031347962382445305,-0.029629629629629672,-0.02895752895752901,-0.03587443946188329,-0.03484320557491272,-0.03259726603575186,-0.031645569620253,-0.03092059030217853,-0.019696969696969546,-0.02025586353944553,-0.023082650781831582
2023-10-09T15:00:00.000000000-04,-0.013017751479289852,-0.015859766277128706,-0.023622047244094557,-0.02639999999999998,-0.03493975903614466,-0.040935672514619825,-0.01665799062988027,0.010080645161290258,0.023728813559321882,0.025889967637540368,0.010126582278481067,0.011881188118811892,0.018604651162790642,0.012019230769230616,0.015200868621063846,0.01023255813953483,0.00867052023121384,0.015455950540958163,0.008676789587852785,0.012957317073170493
2023-10-09T16:00:00.000000000-04,0.0019968051118210983,0.003392705682782049,0.003442340791738552,0.004098360655737654,0.003731343283582156,0.004040404040404066,0.0031830238726788807,-0.0029970029970028955,-0.013245033112582738,-0.006349206349206549,-0.005012531328320913,-0.009784735812132905,-0.006116207951070152,-0.0071258907363420665,-0.006437768240343367,-0.004616805170821747,-0.00573476702508946,-0.0060975609756098725,-0.003232758620689724,-0.0030188679245282124
2023-10-10T09:00:00.000000000-04,0.016515926071569043,0.02406639004149369,0.023542600896860888,0.024780175859312692,0.03427172582619331,0.03992015968063867,0.021354166666666785,-0.033333333333333326,-0.07664233576642332,-0.06506849315068475,-0.06469002695417791,-0.05907172995780574,-0.05737704918032782,-0.05456852791878175,-0.05383734249713634,-0.05299313052011789,-0.05155420773313124,-0.040322580645161143,-0.03199999999999992,-0.03107569721115544
2023-10-10T10:00:00.000000000-04,0.05544859453215256,0.07919191919191926,0.09568069983597605,0.10256410256410242,0.11938534278959811,0.13435700575815734,0.07747196738022422,-0.06507592190889344,-0.13545816733067728,-0.11721611721611735,-0.10434782608695659,-0.1123595505617977,-0.10975609756097571,-0.11305518169582773,-0.10718635809987831,-0.10822060353798124,-0.10871302957633888,-0.0873949579831933,-0.08510638297872342,-0.07864238410596036
2023-10-10T11:00:00.000000000-04,0.07108831073653366,0.09009009009009006,0.09985022466300553,0.11884669479606202,0.14920634920634934,0.16666666666666652,0.08404154863078372,-0.05458768873403008,-0.12903225806451613,-0.08298755186721996,-0.09708737864077666,-0.09620253164556958,-0.09607843137254912,-0.09408194233687395,-0.09699453551912585,-0.09673659673659674,-0.09686098654708519,-0.0662983425414364,-0.07105943152454786,-0.07187780772686425
